Gene,P-Value,q-value,Fold Change,DEGs
ENSG00000184260.6,1.5661751919540965e-216,6.152831111248235e-215,-2.018378789371048,DOWN
ENSG00000200312.1,5.103017091544375e-191,7.618339692160842e-190,-2.007703500001237,DOWN
ENSG00000274618.2,3.1490424946365797e-189,4.5339617069374844e-188,-1.9988348146916843,DOWN
ENSG00000276966.2,3.0061599032606124e-232,2.0163267643821182e-230,-1.9838675195038278,DOWN
ENSG00000196260.5,9.272778525019578e-199,1.808520634312329e-197,1.9730094922856458,UP
ENSG00000278588.2,1.5063199112657368e-210,4.602644173311973e-209,-1.9713020201492832,DOWN
ENSG00000201343.1,3.96784241334032e-204,9.830240213230521e-203,-1.9645418314519612,DOWN
ENSG00000221962.5,3.959669847450168e-207,1.0176721570549497e-205,-1.9412713402058697,DOWN
ENSG00000208772.1,3.68814207139821e-200,7.86231836925975e-199,-1.9403630463647323,DOWN
ENSG00000201428.1,1.6342957644568542e-195,2.844502121681234e-194,-1.9051749599603662,DOWN
ENSG00000287080.2,4.897674042834452e-196,8.689421688899833e-195,-1.8939218070952037,DOWN
ENSG00000184270.6,6.842380285572137e-202,1.5680454821102812e-200,-1.8901493837284842,DOWN
ENSG00000221676.1,5.669955080750227e-166,4.1140835018636213e-165,-1.8823641066786374,DOWN
ENSG00000257979.1,1.3123758931467378e-199,2.7135591775590443e-198,-1.8745694145852463,DOWN
ENSG00000201793.1,2.996999144895685e-194,4.905802171704246e-193,-1.8620737690707383,DOWN
ENSG00000252213.1,1.600306465382174e-212,5.302220216627685e-211,-1.8555882353664948,DOWN
ENSG00000274115.1,1.7678328287953184e-194,2.928638722401883e-193,-1.8396566230757674,DOWN
ENSG00000278637.2,1.2016597112244848e-187,1.596407828921417e-186,-1.8392048971788553,DOWN
ENSG00000272533.1,3.63097960296891e-207,9.419994252985381e-206,-1.8344691217443838,DOWN
ENSG00000271394.1,2.4751985288561252e-197,4.537863969569563e-196,-1.8264516754159172,DOWN
ENSG00000230322.1,7.69397657698742e-175,7.006104498912386e-174,-1.8198361752820438,DOWN
ENSG00000200169.1,9.303376292791875e-171,7.68296840996326e-170,-1.8195261583338762,DOWN
ENSG00000265735.2,2.033240647929987e-160,1.3473281401945697e-159,-1.817986274993105,DOWN
ENSG00000288667.1,2.6732905233881907e-201,5.834562650252003e-200,-1.8126425082186066,DOWN
ENSG00000263934.5,1.2564306747992062e-165,9.044985224339835e-165,-1.79733837411784,DOWN
ENSG00000264678.1,2.164553408960514e-198,4.1919168131277565e-197,-1.7942917875988948,DOWN
ENSG00000265527.1,4.200197559257234e-141,2.088705838690306e-140,-1.7871275487240197,DOWN
ENSG00000200816.1,5.327455954987262e-187,6.9433667659786586e-186,-1.7832340190880185,DOWN
ENSG00000165215.6,7.428542515714573e-241,7.5661081178574355e-239,1.7829688092196987,UP
ENSG00000238961.1,2.237298639617795e-165,1.6064154723104272e-164,-1.7741194967419893,DOWN
ENSG00000259276.1,3.648570863458007e-181,3.873965202513328e-180,-1.754801091264069,DOWN
ENSG00000186081.12,4.10296335095803e-51,8.082485111127924e-51,-1.7522648672543464,DOWN
ENSG00000243398.3,6.473533557995255e-207,1.6483534522673103e-205,-1.7429126698413122,DOWN
ENSG00000275379.2,6.856847779684236e-175,6.26456192496068e-174,-1.7427958552020504,DOWN
ENSG00000201592.1,6.39531770772082e-187,8.295813064260497e-186,-1.7300264397541143,DOWN
ENSG00000200882.1,1.3533795746394716e-203,3.2936228586358826e-202,-1.727774486639414,DOWN
ENSG00000265421.1,5.140748098657366e-195,8.620156872748633e-194,-1.7127145324188429,DOWN
ENSG00000221063.3,4.722031468142852e-189,6.763326321558772e-188,-1.7100299537550614,DOWN
ENSG00000270722.1,2.551187428173401e-162,1.7495674382735293e-161,-1.705038684391588,DOWN
ENSG00000276368.2,1.5206008972616372e-183,1.7718866387582635e-182,-1.700047193694214,DOWN
ENSG00000253008.2,6.069198094257006e-177,5.755274054898885e-176,-1.6801877278216628,DOWN
ENSG00000274641.2,1.6406093422564326e-181,1.7832710241917745e-180,-1.674786890480419,DOWN
ENSG00000251891.1,2.473619101344796e-185,3.0780328184154703e-184,-1.6735755083900996,DOWN
ENSG00000275126.2,4.076562896361614e-167,3.046344555705011e-166,-1.6700277662837784,DOWN
ENSG00000252906.1,2.2221254966954984e-207,5.875812611454443e-206,-1.66597488829487,DOWN
ENSG00000199938.1,6.271925090241395e-180,6.43574402916561e-179,-1.6646755842678076,DOWN
ENSG00000276410.4,5.7215298615856814e-179,5.680219176664485e-178,-1.6634971837226336,DOWN
ENSG00000207493.1,3.2782409606566502e-208,9.015162641805789e-207,-1.657571029589186,DOWN
ENSG00000207370.1,1.398663217093739e-290,5.49474835286826e-288,-1.6526394701252674,DOWN
ENSG00000224618.1,7.662743997158384e-167,5.66466290112515e-166,-1.6519410653182263,DOWN
ENSG00000263642.1,2.9187815965537002e-173,2.5241035819253698e-172,-1.6456698313412115,DOWN
ENSG00000263813.1,3.176217208894035e-191,4.962839388896929e-190,-1.6370558805501256,DOWN
ENSG00000243621.1,9.852398833205099e-200,2.0682516634590858e-198,-1.6360066555252522,DOWN
ENSG00000131400.8,3.8143104108407254e-115,1.374751458690956e-114,1.6345600136520992,UP
ENSG00000207082.1,7.218051142694712e-184,8.667965346030767e-183,-1.6332805694245174,DOWN
ENSG00000277075.2,1.8458436339384067e-211,5.834563210724849e-210,-1.622041265681292,DOWN
ENSG00000251682.1,1.2329252566499732e-184,1.5204235227746306e-183,-1.6187691112454872,DOWN
ENSG00000164266.11,1.396856708156147e-104,4.617014359891111e-104,1.6181254943187624,UP
ENSG00000223224.1,1.061342153316844e-193,1.7068367962697786e-192,-1.6149468540404468,DOWN
ENSG00000212195.2,3.200490765054028e-169,2.5075070096577144e-168,-1.6142109436250773,DOWN
ENSG00000228976.1,4.378981913737098e-195,7.387852921949091e-194,-1.6093828921856241,DOWN
ENSG00000102854.16,3.0759313317309575e-116,1.1218582443315827e-115,1.6058275087274922,UP
ENSG00000255565.1,7.099352353767661e-189,1.0063514934464468e-187,-1.6024772600219703,DOWN
ENSG00000206633.1,2.9616421910418425e-138,1.4139784766258798e-137,-1.6018125746996967,DOWN
ENSG00000274210.1,3.664987664625555e-165,2.624665645239655e-164,-1.601240218333003,DOWN
ENSG00000238966.1,7.507686968274889e-182,8.291622153717247e-181,-1.5965510010279422,DOWN
ENSG00000278463.2,7.624642544065346e-181,8.033627201601419e-180,-1.5961463463756844,DOWN
ENSG00000134757.5,3.2351481872066375e-82,8.44085153208563e-82,-1.5895509308927913,DOWN
ENSG00000222831.1,4.2519237151091865e-192,6.719994377327737e-191,-1.5866769589805665,DOWN
ENSG00000197714.9,3.871287788002577e-242,4.0946313142334947e-240,-1.5858739878334989,DOWN
ENSG00000132821.12,1.8343408937783373e-201,4.0680947241051834e-200,1.5814065271941633,UP
ENSG00000239437.3,1.9702972682313679e-156,1.2314357926446048e-155,-1.5805281515151997,DOWN
ENSG00000110195.14,3.2661148015358614e-144,1.7239569489872588e-143,1.5788935720610142,UP
ENSG00000276903.2,1.1511604081133689e-177,1.1186187711348992e-176,-1.572394035492512,DOWN
ENSG00000261573.1,2.260734651157493e-184,2.7267632853873274e-183,-1.5720766277369265,DOWN
ENSG00000247627.2,1.2655950562007469e-120,4.895058234250428e-120,1.566888756626402,UP
ENSG00000136352.19,2.3620241380255843e-177,2.2476008233807462e-176,1.564475528857538,UP
ENSG00000265520.1,1.0086630934987246e-146,5.503618069685501e-146,-1.562308612945205,DOWN
ENSG00000252947.1,6.487191623704139e-182,7.193458453704186e-181,-1.5615549105524718,DOWN
ENSG00000216192.1,8.881520032720411e-176,8.279383081349537e-175,-1.5591549075348912,DOWN
ENSG00000207612.1,6.974071298365532e-186,8.879025958567229e-185,-1.5578846398662423,DOWN
ENSG00000273768.1,2.7320221458212047e-170,2.2032436659848424e-169,-1.5519324289346297,DOWN
ENSG00000259079.1,3.4332518137872894e-195,5.828050918466077e-194,-1.547853631088513,DOWN
ENSG00000207286.1,1.8541379215526002e-197,3.4220666337380205e-196,-1.5452124038032848,DOWN
ENSG00000273703.2,4.518836632790104e-180,4.671729601568716e-179,-1.544254907926452,DOWN
ENSG00000218596.2,1.3751150135340177e-195,2.408640947272961e-194,-1.536800156228944,DOWN
ENSG00000206634.1,2.5357481515280155e-163,1.7743784775323264e-162,-1.5366213658047538,DOWN
ENSG00000275714.2,8.249544720239499e-179,8.160520856352022e-178,-1.532989656924758,DOWN
ENSG00000124664.11,3.595942626840473e-199,7.325068313934298e-198,1.5294905582890643,UP
ENSG00000200665.1,1.6204335881553125e-201,3.652616694612385e-200,-1.5258683200619259,DOWN
ENSG00000222378.1,1.0994208982489216e-175,1.0214214426299101e-174,-1.521696642501842,DOWN
ENSG00000252153.1,3.2697484458156125e-191,5.023356550834042e-190,-1.5210582255712728,DOWN
ENSG00000201229.1,2.5225633436499583e-173,2.1883435946490174e-172,-1.5138085018348761,DOWN
ENSG00000272215.1,3.245146474119645e-191,5.013568990915181e-190,-1.5117186841887789,DOWN
ENSG00000185130.5,4.374316477276236e-170,3.5071050473789066e-169,-1.5107303720222487,DOWN
ENSG00000264229.1,1.595076901126801e-180,1.661538438673751e-179,-1.5069913943369135,DOWN
ENSG00000163993.7,2.1962340514504246e-85,5.87513972907458e-85,1.5030222883718367,UP
ENSG00000157613.11,1.0075979147123605e-273,1.9792101896135653e-271,1.4969790555219127,UP
ENSG00000153446.16,1.0704097443952024e-117,3.9778740501173064e-117,1.4953756170768204,UP
ENSG00000259453.1,3.048023250058699e-160,2.005278453985986e-159,-1.4914327184985758,DOWN
ENSG00000283509.1,4.40297759514135e-199,8.838093712874972e-198,-1.4883186625134774,DOWN
ENSG00000207344.1,4.278652766695044e-151,2.477114759665552e-150,-1.4849951103547645,DOWN
ENSG00000185641.6,3.0804364395311934e-191,4.840685833549019e-190,1.4767647758835545,UP
ENSG00000200394.1,1.7511227065310538e-173,1.5336265741912095e-172,-1.4745752755997303,DOWN
ENSG00000212411.1,9.919057728356816e-194,1.6045534560577203e-192,-1.4719353226532934,DOWN
ENSG00000208308.1,3.4200212650207687e-183,3.951705243196266e-182,-1.4686899536911495,DOWN
ENSG00000258337.1,7.472248721459632e-199,1.4677631417152846e-197,-1.466834964313316,DOWN
ENSG00000288662.1,1.1768496425757478e-183,1.394972636673839e-182,-1.463787313050087,DOWN
ENSG00000088992.18,1.6355582378872725e-169,1.2961916870864552e-168,1.4633071505025572,UP
ENSG00000206650.1,7.133768002024092e-186,9.040489403486752e-185,-1.462179180937808,DOWN
ENSG00000206585.1,7.31407070240299e-160,4.800404398951842e-159,-1.4594479166744148,DOWN
ENSG00000212461.1,2.918200136804601e-198,5.572951650147675e-197,-1.4574509148785686,DOWN
ENSG00000242795.2,1.0139781263491926e-135,4.639666967487986e-135,-1.4543249893474401,DOWN
ENSG00000266421.3,2.926979496952929e-203,6.938960014328065e-202,-1.45376833850887,DOWN
ENSG00000202071.1,7.35234374784809e-166,5.320775080679539e-165,-1.4534168251130883,DOWN
ENSG00000283514.1,3.5577227283124e-176,3.350595035225719e-175,-1.4504204599011148,DOWN
ENSG00000283475.1,2.175063662873848e-174,1.9547140761121183e-173,1.4501654750625357,UP
ENSG00000201882.1,1.948267186010379e-173,1.7008681782630295e-172,-1.44934068736451,DOWN
ENSG00000196747.4,3.5211880119734605e-147,1.932787830923556e-146,-1.4482044350959846,DOWN
ENSG00000199366.1,5.0494259388139554e-191,7.587935153955397e-190,-1.4432359556496996,DOWN
ENSG00000259803.7,4.9091668737173e-159,3.2067004519531057e-158,1.433219599715116,UP
ENSG00000256712.1,1.4511462910104403e-212,4.866649146681355e-211,-1.4317837743253126,DOWN
ENSG00000277255.1,6.010784111164366e-221,2.7549427176170007e-219,-1.429185655274368,DOWN
ENSG00000207452.1,8.303822933601213e-174,7.366294537872043e-173,-1.4284991839842418,DOWN
ENSG00000207181.1,1.0660650579876937e-253,1.6287105052589764e-251,-1.4261464729871824,DOWN
ENSG00000215184.2,1.7133823806694548e-196,3.079608854144445e-195,-1.4250410435941852,DOWN
ENSG00000254911.3,2.4801295471945485e-162,1.7050890636962521e-161,-1.4227247546905866,DOWN
ENSG00000266146.1,9.649164109471003e-169,7.412067402526609e-168,-1.4210481113827196,DOWN
ENSG00000252130.1,9.93125521976307e-168,7.48245256283519e-167,-1.4198340001182956,DOWN
ENSG00000181649.8,1.2986965843619176e-173,1.144684489421562e-172,1.4188377778921666,UP
ENSG00000273319.1,2.867564402094551e-160,1.8910796416690685e-159,-1.4172237552086175,DOWN
ENSG00000226394.2,7.970506002449476e-183,9.057393184601678e-182,-1.4119396695717479,DOWN
ENSG00000201643.1,2.419486666222874e-194,3.9841846300077267e-193,-1.4095703319443786,DOWN
ENSG00000267694.1,6.661649013341018e-199,1.3275025207744782e-197,-1.4068061027641348,DOWN
ENSG00000226876.3,3.2815852617664705e-176,3.101154456995805e-175,-1.4060780412942993,DOWN
ENSG00000244642.3,7.001904639094656e-156,4.317317882849844e-155,-1.4057911184882483,DOWN
ENSG00000221439.1,1.546899449038931e-179,1.5639608400209781e-178,-1.4048875099818734,DOWN
ENSG00000216035.1,1.7544374861102704e-170,1.4359235377390605e-169,-1.4036150769976765,DOWN
ENSG00000204544.5,1.46203231836595e-119,5.538001205931628e-119,1.3993690792195876,UP
ENSG00000201435.1,8.295850552934783e-189,1.1639586234985026e-187,-1.3976865430076455,DOWN
ENSG00000252172.1,1.9385906372308344e-226,1.0453184808597637e-224,-1.3974153179988238,DOWN
ENSG00000239627.3,2.526700075410313e-143,1.3012032223554984e-142,-1.3964919231333908,DOWN
ENSG00000239686.1,8.345856409554684e-182,9.180442050510152e-181,-1.3917134592683447,DOWN
ENSG00000249850.1,5.433438050941343e-212,1.7788041238200826e-210,-1.3898744070842475,DOWN
ENSG00000226084.5,7.530953674521607e-120,2.868438033924435e-119,1.3861970384511326,UP
ENSG00000205420.11,6.636484007752881e-31,1.0641592432256806e-30,-1.3851817335262733,DOWN
ENSG00000261544.1,1.5194847397776268e-183,1.7718866387582635e-182,-1.3816827151650297,DOWN
ENSG00000279166.1,4.985878620879322e-171,4.154898850732768e-170,-1.3796077042091943,DOWN
ENSG00000174567.8,2.612480222455334e-249,3.40827891737951e-247,1.3786683802554733,UP
ENSG00000202417.1,1.6923789269667845e-168,1.2892083238666641e-167,-1.3747045768386827,DOWN
ENSG00000253755.1,1.294419275317651e-65,2.8940268350597887e-65,1.3695271770795647,UP
ENSG00000252174.1,5.125064883817294e-191,7.618339692160842e-190,-1.369526478289412,DOWN
ENSG00000207484.1,1.4008716204085957e-188,1.945655028345272e-187,-1.3687974509488212,DOWN
ENSG00000228481.1,1.9947058545757858e-187,2.637231298117024e-186,-1.3687018218321225,DOWN
ENSG00000250698.1,4.6377524594566085e-183,5.336326051676014e-182,-1.3679753547506999,DOWN
ENSG00000251892.1,3.0978535271255056e-154,1.8519776520859003e-153,-1.3671505309135388,DOWN
ENSG00000254856.1,2.3156429182817755e-195,3.9800112657968016e-194,-1.3659267777124107,DOWN
ENSG00000252975.1,2.127289595663249e-170,1.7206018788452747e-169,-1.3654122117026355,DOWN
ENSG00000105388.16,7.8125138418243e-66,1.7495450378678198e-65,1.3615114929884697,UP
ENSG00000154146.13,1.4382262745301696e-212,4.866649146681355e-211,1.358872784169627,UP
ENSG00000239280.1,1.685545747052803e-211,5.3898265167386146e-210,-1.3566547722897477,DOWN
ENSG00000281195.1,4.481270736238093e-179,4.4812707362380926e-178,-1.3556099786579694,DOWN
ENSG00000283197.1,4.919907863551091e-162,3.348947184347896e-161,-1.3548923899745242,DOWN
ENSG00000243313.2,3.386903696341985e-191,5.174436202744699e-190,-1.3545702780414963,DOWN
ENSG00000212864.3,7.251746066475406e-224,3.7626984307183713e-222,1.3506255239596086,UP
ENSG00000199482.1,2.148271451305678e-108,7.284520950789907e-108,-1.3496441107663928,DOWN
ENSG00000200397.1,2.601811252034596e-128,1.1214703672562913e-127,-1.342241281108443,DOWN
ENSG00000275410.5,2.07358336508826e-310,1.900784751330907e-307,1.3379414667611988,UP
ENSG00000236977.1,8.326277426962997e-161,5.571110200522687e-160,-1.3363409096758072,DOWN
ENSG00000264616.1,1.9459273105417512e-159,1.2741190723785275e-158,-1.3317124275890113,DOWN
ENSG00000252985.1,1.4224083932750342e-154,8.559350287760052e-154,-1.3272030895094848,DOWN
ENSG00000252452.1,7.740585499824785e-173,6.67291853433171e-172,-1.3268075305000542,DOWN
ENSG00000284485.1,7.562255212616112e-126,3.179847375335521e-125,-1.3267751912312549,DOWN
ENSG00000105707.14,1.3876287927534195e-229,8.479953733493119e-228,1.323420403833825,UP
ENSG00000188959.9,2.247742627414902e-260,4.1208614835939863e-258,1.322967022561191,UP
ENSG00000252391.1,6.318327994878295e-151,3.6350213359655465e-150,-1.3202942500388966,DOWN
ENSG00000253168.1,4.2209784044895266e-197,7.687212326057085e-196,-1.3181960834785456,DOWN
ENSG00000171557.17,1.3082010105357858e-67,2.980573967666455e-67,1.316252260594411,UP
ENSG00000265145.1,9.43031954780409e-189,1.3164151653026015e-187,-1.3156551944759423,DOWN
ENSG00000207357.1,1.2892737856764392e-181,1.4069455994484952e-180,-1.3156453948557973,DOWN
ENSG00000207719.1,4.519361363299715e-169,3.510803318947519e-168,-1.3154646808921038,DOWN
ENSG00000286242.1,3.9323075136201137e-171,3.2969041653827173e-170,-1.3143920759112921,DOWN
ENSG00000211875.1,7.038864833898837e-142,3.5582496862540077e-141,-1.3124650999782088,DOWN
ENSG00000259367.1,1.477263412751156e-152,8.699088618984324e-152,-1.3084750357465262,DOWN
ENSG00000236549.1,1.914114515166343e-200,4.11235540367769e-199,-1.308355729217016,DOWN
ENSG00000286715.1,5.4626041447894265e-183,6.233261990942291e-182,-1.3075639466727764,DOWN
ENSG00000254263.1,1.5711987481753638e-185,1.982016769487271e-184,-1.3057530414055922,DOWN
ENSG00000242602.1,5.5211426918676774e-213,1.921916759827356e-211,-1.3044558294068327,DOWN
ENSG00000287458.1,9.558974498368044e-136,4.381196645085354e-135,-1.2971290559187487,DOWN
ENSG00000217527.1,2.499390770422604e-150,1.4319426288879502e-149,-1.2966526412204882,DOWN
ENSG00000264513.1,8.176251629181353e-136,3.753704838104962e-135,-1.2962143644905435,DOWN
ENSG00000212534.1,2.2047760959521267e-188,3.0315671319341744e-187,-1.2958333624519183,DOWN
ENSG00000253563.2,6.330678423324703e-274,1.339181974164841e-271,1.2954268763277397,UP
ENSG00000206645.1,8.108007426348023e-170,6.481691983272403e-169,-1.294673582386115,DOWN
ENSG00000258968.2,1.9460853586063765e-179,1.9603423942005623e-178,-1.292486067987028,DOWN
ENSG00000251586.1,1.3722700645792856e-201,3.1187956013165584e-200,-1.2914344600175487,DOWN
ENSG00000226533.1,1.6226250442398164e-145,8.732326559020538e-145,-1.2857146774971224,DOWN
ENSG00000211877.1,1.4816522662224734e-134,6.712592639393414e-134,-1.2828351550071229,DOWN
ENSG00000257289.1,1.916449174773856e-119,7.239334108005638e-119,-1.2828298506705544,DOWN
ENSG00000200502.1,3.2115595169208424e-209,9.012029256665628e-208,-1.2823587098889535,DOWN
ENSG00000230937.12,4.2107052405772855e-83,1.1028037534845271e-82,-1.281476873000003,DOWN
ENSG00000125798.15,2.046782710452814e-184,2.4905541830731144e-183,1.2803222429845236,UP
ENSG00000159212.13,2.628081645474074e-154,1.574558720055273e-153,1.2784331110014837,UP
ENSG00000211870.1,2.2109805094145215e-143,1.1407497937879803e-142,-1.278092818550438,DOWN
ENSG00000166143.10,4.1529378971817393e-128,1.7789064201323652e-127,1.2775834713813867,UP
ENSG00000183248.12,4.31574671527454e-255,6.981354980591167e-253,1.2764860055399367,UP
ENSG00000238311.1,5.2545413549470616e-176,4.914962151736197e-175,-1.2736897084477885,DOWN
ENSG00000160180.15,7.18993984093246e-97,2.182376883285239e-96,1.272533939970169,UP
ENSG00000283429.1,2.648190628948568e-195,4.52330697491215e-194,1.2668154812079198,UP
ENSG00000252770.1,1.6109819483913662e-122,6.420580229096025e-122,-1.2662059140176698,DOWN
ENSG00000240974.1,2.2782854686954277e-161,1.5356090781648103e-160,-1.2658280521179275,DOWN
ENSG00000238713.1,3.4061719678488844e-174,3.051131241558447e-173,-1.2649168990956992,DOWN
ENSG00000207737.1,6.203887304345598e-153,3.6610922933369947e-152,-1.26412136030184,DOWN
ENSG00000229206.3,1.730601723444342e-112,6.0936680402969795e-112,-1.2638913369281588,DOWN
ENSG00000279530.2,3.2954710141746028e-186,4.25471609811275e-185,-1.2634814526561855,DOWN
ENSG00000240163.1,6.767678819851226e-218,2.7369289344986577e-216,-1.2632904994700362,DOWN
ENSG00000198183.12,1.3207306162392081e-48,2.5452061630398195e-48,1.2593954673890648,UP
ENSG00000186940.6,2.2155381026672535e-125,9.217442938479496e-125,1.2591269867970085,UP
ENSG00000183598.4,1.1046964324116242e-141,5.553775482873796e-141,-1.258466840204314,DOWN
ENSG00000134762.17,1.818657903360902e-65,4.0562118688097974e-65,-1.2580003023770718,DOWN
ENSG00000252498.1,1.2418105153915677e-147,6.898947307730932e-147,-1.2568448330195905,DOWN
ENSG00000137975.8,6.527383290782118e-62,1.3958245761781358e-61,-1.255941278037467,DOWN
ENSG00000278818.1,7.11469633406093e-180,7.273388445601323e-179,-1.2557608282788568,DOWN
ENSG00000240869.3,2.1063824201054482e-152,1.2350856407867767e-151,-1.2556016730087651,DOWN
ENSG00000185479.6,7.117767348056704e-47,1.3443585307112594e-46,-1.2551797691269029,DOWN
ENSG00000171560.16,2.54286817631587e-78,6.33987985935507e-78,1.2551116105012634,UP
ENSG00000201573.1,4.5713391511970193e-191,6.945404787730278e-190,-1.2544746761652346,DOWN
ENSG00000259630.2,8.392646128826961e-237,7.445089307830368e-235,-1.2543943652065066,DOWN
ENSG00000130768.15,2.7266231339036083e-249,3.40827891737951e-247,1.2541793149687142,UP
ENSG00000202514.1,5.920215663363376e-163,4.1216691327213376e-162,-1.2541449947784198,DOWN
ENSG00000239503.1,3.965037984699109e-215,1.5144242302670208e-213,-1.2526537577046934,DOWN
ENSG00000223044.1,8.72207041179276e-158,5.604134026268713e-157,-1.252048526018247,DOWN
ENSG00000157399.16,3.295488076363272e-188,4.5087523432830835e-187,1.2507817395013263,UP
ENSG00000213197.3,1.292177257556905e-168,9.898293755658743e-168,-1.247424844856837,DOWN
ENSG00000226564.1,2.661946211869528e-175,2.4482782885087635e-174,1.2449444704714232,UP
ENSG00000252473.1,6.259729601884142e-155,3.783353056083822e-154,-1.2448257427543759,DOWN
ENSG00000221265.1,2.6490390136236162e-155,1.6152676912339124e-154,-1.2420382843286921,DOWN
ENSG00000264653.1,4.183058202015441e-170,3.363570191679083e-169,-1.2411327595041604,DOWN
ENSG00000228663.1,1.4453486393746486e-184,1.774423552803698e-183,-1.240121372940219,DOWN
ENSG00000212283.1,3.5695682540160026e-139,1.7282240666450717e-138,-1.2384193915666282,DOWN
ENSG00000265706.1,1.649174070749697e-207,4.4031346549142397e-206,-1.2381584252299314,DOWN
ENSG00000103089.9,9.120886204622816e-223,4.4004275548618854e-221,1.2381207032920156,UP
ENSG00000212135.1,1.1452703144280305e-219,5.079828007543684e-218,-1.2367629133350317,DOWN
ENSG00000204253.4,1.7690838278528306e-143,9.16192189565967e-143,1.235253376927607,UP
ENSG00000170439.7,1.0359873635222859e-181,1.1350459162096758e-180,1.23465310942908,UP
ENSG00000241794.2,1.1021418936529429e-48,2.1254489533980315e-48,-1.2325498946462892,DOWN
ENSG00000228280.1,9.468987141446819e-170,7.547743373617029e-169,-1.229614905598263,DOWN
ENSG00000207392.1,5.475332476532601e-137,2.5651046525493443e-136,-1.2260722980339227,DOWN
