Gene,P-Value,q-value,Fold Change,DEGs
ENSG00000263642.1,3.1638247622162116e-213,3.782833954823731e-212,1.8918293486142468,UP
ENSG00000206585.1,2.6821099418963655e-255,5.71767623272481e-254,1.85805902640283,UP
ENSG00000201882.1,2.766974109829208e-283,1.1529058790955033e-281,1.8525255459220822,UP
ENSG00000251892.1,8.843274890976665e-290,4.2664922719624265e-288,1.8500061692141654,UP
ENSG00000243621.1,1.281811485499909e-236,2.08946941140993e-235,1.8481110080287295,UP
ENSG00000255565.1,5.666037721708163e-235,8.803165951806469e-234,1.8463634068393446,UP
ENSG00000199938.1,1.7898553232040328e-202,1.850414337898906e-201,1.8462315953689172,UP
ENSG00000244642.3,1.57460193117096e-266,4.2452503046275885e-265,1.8376864700455064,UP
ENSG00000230322.1,6.48063305957304e-155,3.3249516630272124e-154,1.829980033965822,UP
ENSG00000265527.1,2.4237690722606355e-130,9.948305893607087e-130,1.826225771604442,UP
ENSG00000251891.1,1.4046328063640415e-198,1.3795500776789693e-197,1.819764128073798,UP
ENSG00000208308.1,1.760119474238931e-276,5.975714264391432e-275,1.8197315490615922,UP
ENSG00000226084.5,1.2170778407419373e-195,1.1231423026980963e-194,-1.8031418335267126,DOWN
ENSG00000221063.3,6.8044690408216124e-186,5.4238521339882415e-185,1.7962001718131702,UP
ENSG00000265421.1,2.3388091506529147e-190,1.9912461808964446e-189,1.7938145746816052,UP
ENSG00000200394.1,1.1601244464976199e-246,2.246719878780602e-245,1.7914719995323956,UP
ENSG00000272215.1,1.856699456562756e-256,4.117680246409338e-255,1.7909963433228087,UP
ENSG00000201229.1,9.312830769657067e-229,1.3768970223955343e-227,1.7880207484588118,UP
ENSG00000223224.1,3.1975125552734115e-216,4.033559416055909e-215,1.7838773634547427,UP
ENSG00000283509.1,2.5953648761454222e-275,8.599100493252905e-274,1.7805860170237873,UP
ENSG00000252153.1,2.42239416772687e-242,4.4708617189589877e-241,1.7643896367425804,UP
ENSG00000265520.1,1.9741039314807157e-170,1.2451343604522863e-169,1.7595935311984083,UP
ENSG00000252975.1,1.6979684475292007e-278,5.910649659120636e-277,1.7473257567568505,UP
ENSG00000238966.1,3.332252658365764e-197,3.2153315124581935e-196,1.744605507151118,UP
ENSG00000207612.1,2.118888750707993e-205,2.276150025174602e-204,1.7147722146840643,UP
ENSG00000197714.9,1.135356520483385e-255,2.4584491585270147e-254,1.7115983646428587,UP
ENSG00000253008.2,1.1911591841677154e-160,6.52527441526139e-160,1.707175378120543,UP
ENSG00000221439.1,4.40209701791604e-253,9.102080300202339e-252,1.699163803504009,UP
ENSG00000259276.1,1.3567526839872344e-146,6.5114657608462385e-146,1.698820991593215,UP
ENSG00000239899.3,1.0786889968379484e-259,2.557236845952033e-258,1.6978560817058295,UP
ENSG00000264513.1,2.251928374567922e-228,3.2940441649264817e-227,1.6961677734054452,UP
ENSG00000200665.1,6.72857294416751e-229,1.0001932754843595e-227,1.696013465677854,UP
ENSG00000240869.3,1.4867624866758945e-282,5.925502664287986e-281,1.6923988877416838,UP
ENSG00000254911.3,1.4494290764599016e-216,1.8453379445670042e-215,1.6905924276806361,UP
ENSG00000226876.3,1.8595548867906646e-243,3.478759141955325e-242,1.6890200230114913,UP
ENSG00000222831.1,1.027886498349833e-194,9.329002872812015e-194,1.6871679280146807,UP
ENSG00000197153.5,0.0,1e-320,1.6843634356163926,UP
ENSG00000218596.2,2.6521777625986743e-213,3.184929627574827e-212,1.6820218045774762,UP
ENSG00000277075.2,2.7315469007789243e-199,2.721649991718131e-198,1.6757046206605826,UP
ENSG00000251682.1,1.2974997665235255e-173,8.495534185570703e-173,1.669411796882347,UP
ENSG00000215156.5,0.0,1e-320,1.6606211781193516,UP
ENSG00000273768.1,9.071237420694597e-175,6.069562751073028e-174,1.6589538837512063,UP
ENSG00000222378.1,3.488758931022904e-188,2.8985157281912345e-187,1.655012788138937,UP
ENSG00000254263.1,2.9973149548610996e-298,1.5851184857438505e-296,1.6534628719042013,UP
ENSG00000236060.2,1.4179410469894233e-193,1.25785092878094e-192,-1.651659352908991,DOWN
ENSG00000207452.1,5.485776576548021e-217,7.016690970003282e-216,1.6512775017716848,UP
ENSG00000259079.1,4.0461940601585916e-199,3.988184109475315e-198,1.650054328417025,UP
ENSG00000180596.7,9.413644080290384e-275,3.0818477643807806e-273,1.6497787200544576,UP
ENSG00000211875.1,3.032400830930377e-215,3.756352380656999e-214,1.6472214636722629,UP
ENSG00000252452.1,4.835329509425982e-258,1.0989385248695414e-256,1.6417309634294575,UP
ENSG00000207082.1,1.2451096693164471e-161,6.917275940646929e-161,1.6378759287276687,UP
ENSG00000211877.1,4.431123163327566e-211,5.077328624646169e-210,1.6347213766601483,UP
ENSG00000288662.1,2.84048609740578e-209,3.2013675278138913e-208,1.6310692812898524,UP
ENSG00000224618.1,1.305423636488263e-141,6.003202341710239e-141,1.6300880621968998,UP
ENSG00000281195.1,6.65401098697125e-248,1.297768100295811e-246,1.6286909975189818,UP
ENSG00000185641.6,9.879932708674904e-212,1.1512633452905079e-210,-1.6262585501528288,DOWN
ENSG00000203814.6,0.0,1e-320,1.6255777573031511,UP
ENSG00000277224.2,1.066e-319,6.817414e-318,1.623088869175018,UP
ENSG00000256712.1,6.0739861533370855e-255,1.2654137819452261e-253,1.6229038237942324,UP
ENSG00000258337.1,1.735847066266455e-222,2.410898703147854e-221,1.621224945221038,UP
ENSG00000274210.1,1.889289985053662e-148,9.179412471550479e-148,1.619044920104774,UP
ENSG00000207286.1,2.441209659353875e-192,2.1244704313997332e-191,1.6170688143934684,UP
ENSG00000207370.1,2.0512187709060403e-234,3.1690177640402308e-233,1.6151370534532556,UP
ENSG00000212461.1,3.441908287436613e-222,4.75640592484959e-221,1.6119348152930755,UP
ENSG00000186940.6,1.905614266400161e-194,1.723828694934356e-193,-1.60169355111653,DOWN
ENSG00000196787.3,0.0,1e-320,1.5979789449794806,UP
ENSG00000264229.1,1.8369542516518565e-181,1.376464357504797e-180,1.5971317238343277,UP
ENSG00000223044.1,9.875432557547727e-251,1.9968705539159007e-249,1.5920781304896263,UP
ENSG00000211870.1,1.9348417028826876e-213,2.3336906504067505e-212,1.5916051644180143,UP
ENSG00000199377.1,5.562134307883913e-176,3.82396733667019e-175,1.5911386055338923,UP
ENSG00000261573.1,1.4296228554017485e-165,8.509659853581836e-165,1.5906523842930045,UP
ENSG00000228663.1,9.929897048447944e-305,5.4614433766463694e-303,1.5855132191700294,UP
ENSG00000239686.1,6.939732885260244e-218,9.044675561358138e-217,1.5819177619901708,UP
ENSG00000279530.2,7.418933282976835e-287,3.2906558916429508e-285,1.57576750227444,UP
ENSG00000283475.1,5.7481626947532e-185,4.5423699455664653e-184,-1.5710153608574764,DOWN
ENSG00000174501.14,4.629097095080949e-283,1.9000025390257625e-281,1.5708795875508663,UP
ENSG00000283514.1,3.877476138322025e-184,2.9785082068116112e-183,1.5618727274016875,UP
ENSG00000270116.1,0.0,1e-320,1.5582731044997409,UP
ENSG00000206650.1,2.8394570470516085e-187,2.3325006845953312e-186,1.5510708148325012,UP
ENSG00000212534.1,7.327269642001457e-258,1.651638648811804e-256,1.547613533817834,UP
ENSG00000249850.1,6.128112370484364e-242,1.1160469548895364e-240,1.5465086418639014,UP
ENSG00000247627.2,6.435986009355049e-103,2.0296974226750443e-102,-1.543589851026363,DOWN
ENSG00000265145.1,1.0137092659699973e-245,1.9359031120954808e-244,1.5421200345829966,UP
ENSG00000239280.1,4.394489469204999e-255,9.225073313216601e-254,1.541090594628241,UP
ENSG00000207181.1,1.4592084911835335e-268,4.136931289437853e-267,1.5401588853251673,UP
ENSG00000201772.1,6.82e-321,4.46423e-319,1.5394007937736052,UP
ENSG00000241529.3,3.780744812135524e-280,1.3862730977830256e-278,1.5379262387579096,UP
ENSG00000215184.2,1.1465211525250817e-206,1.2561486730852488e-205,1.5376143651212562,UP
ENSG00000242795.2,4.6373115619441236e-135,2.0051268546142045e-134,1.5348134725476124,UP
ENSG00000254856.1,6.551552286566496e-228,9.482509888451507e-227,1.5345869223560982,UP
ENSG00000228976.1,1.0132704230389072e-151,5.0571572837695005e-151,1.5343716508714458,UP
ENSG00000212411.1,3.1353852445982124e-186,2.5064852972805478e-185,1.5320954364768367,UP
ENSG00000211876.1,3.45282322280018e-210,3.907515992880862e-209,1.5319116580718295,UP
ENSG00000242602.1,1.2006940791912312e-280,4.523162627090254e-279,1.5300862773534785,UP
ENSG00000212195.2,6.973913780168363e-130,2.853908168967708e-129,1.5253714184894827,UP
ENSG00000258968.2,1.284073929193739e-236,2.08946941140993e-235,1.5245690909142402,UP
ENSG00000207475.1,3.259594875326542e-282,1.28055512959257e-280,1.524456374491768,UP
ENSG00000201435.1,1.2898623690969439e-200,1.3040887922855133e-199,1.514536586162564,UP
ENSG00000252391.1,1.5906203868296065e-182,1.2083442165142038e-181,1.511181144507839,UP
ENSG00000273319.1,2.2288585692214676e-162,1.248342375836871e-161,1.507044946420643,UP
ENSG00000250698.1,9.536602022412775e-202,9.785692373744451e-201,1.5043906120820605,UP
ENSG00000201643.1,9.47698651460314e-197,9.017893742269424e-196,1.4980900467833091,UP
ENSG00000199366.1,2.4912784649970368e-182,1.8821471919620473e-181,1.4978105941425826,UP
ENSG00000286242.1,7.754300755910613e-205,8.265243053780692e-204,1.4949363067749384,UP
ENSG00000206838.1,0.0,1e-320,1.4945143489004695,UP
ENSG00000265871.1,1.5530899052113515e-236,2.5123513172536567e-235,1.4944345812351059,UP
ENSG00000202417.1,6.3892029114389825e-180,4.6979433172345454e-179,1.493638717671367,UP
ENSG00000231795.1,5.62779351356461e-274,1.7995851351514742e-272,1.4901451030538473,UP
ENSG00000264616.1,1.1786113710668378e-180,8.736337656155805e-180,1.4831359326441804,UP
ENSG00000266146.1,3.502266456832051e-163,1.9776658637141972e-162,1.4820636638346931,UP
ENSG00000204253.4,4.5805644237662366e-194,4.116520315476193e-193,-1.4809189623864816,DOWN
ENSG00000232608.1,1.2890770257995056e-248,2.5503322452867916e-247,1.4802423102837916,UP
ENSG00000252473.1,5.125130884183791e-204,5.400042119350737e-203,1.4735267736175253,UP
ENSG00000264653.1,5.346328391786637e-227,7.697593234247776e-226,1.4729748449021391,UP
ENSG00000259453.1,3.654143815718344e-136,1.5900151096875708e-135,1.4716108053833439,UP
ENSG00000216035.1,2.6735161101157787e-166,1.608789781798335e-165,1.469214613023828,UP
ENSG00000252130.1,4.395624940110696e-159,2.3563291589287355e-158,1.468774060040805,UP
ENSG00000207719.1,2.7961429030297223e-192,2.418048107965955e-191,1.4662133733774705,UP
ENSG00000211882.1,4.0161937702592473e-194,3.6211583174468623e-193,1.4657191014657416,UP
ENSG00000252498.1,6.821035373444609e-185,5.359384936277908e-184,1.459743818994685,UP
ENSG00000266668.1,7.345562859914751e-209,8.245019536639006e-208,1.4544719310027174,UP
ENSG00000243313.2,2.327326283018237e-198,2.2695557724468622e-197,1.4538291071376448,UP
ENSG00000207737.1,5.973966151037555e-185,4.707279918439334e-184,1.4465486100322933,UP
ENSG00000286153.1,1.3795912299101522e-295,7.15825638160928e-294,1.4463368827171426,UP
ENSG00000201573.1,6.0582290224769135e-238,1.0097048370794857e-236,1.4455686509671137,UP
ENSG00000236439.4,6.192911561069867e-188,5.114266304186827e-187,-1.4437821653947094,DOWN
ENSG00000226533.1,2.8996041003430624e-166,1.7410286628697427e-165,1.4383440202822015,UP
ENSG00000283197.1,2.928836281911179e-163,1.6572633282419222e-162,1.4374170715699552,UP
ENSG00000236977.1,7.203777682503032e-167,4.363521723983114e-166,1.4352692160414722,UP
ENSG00000207392.1,4.51550748090504e-174,2.9850109549252067e-173,1.4346627260489466,UP
ENSG00000211879.1,2.232516088471354e-198,2.1848467057993678e-197,1.4291384282182689,UP
ENSG00000278818.1,4.568692317880454e-215,5.634037611735986e-214,1.4263627201093383,UP
ENSG00000202514.1,7.337048999254595e-194,6.572275162198742e-193,1.4241363197118597,UP
ENSG00000200397.1,4.062048136111614e-129,1.640327808268273e-128,1.4234113719307016,UP
ENSG00000199872.1,7.541555872957348e-205,8.069758229818174e-204,1.421265816056625,UP
ENSG00000201217.1,1.0390871186516504e-163,5.953103283941747e-163,1.4209514760150708,UP
ENSG00000213003.3,5.789898797154403e-239,9.828531908749758e-238,1.4163485016925923,UP
ENSG00000238728.1,8.305856460197323e-218,1.0774106257331435e-216,1.4061904088105766,UP
ENSG00000238713.1,1.141583531928631e-196,1.082536107863357e-195,1.4052580952563518,UP
ENSG00000258667.2,3.344561896650542e-260,7.997865405033905e-259,1.4041366704820384,UP
ENSG00000209042.1,4.304985167746997e-213,5.124982342555949e-212,1.39877874130208,UP
ENSG00000221265.1,1.715334222646485e-177,1.2064371131145354e-176,1.3885703327707355,UP
ENSG00000234648.1,9.875059205339682e-174,6.481244108516497e-173,-1.387388256657604,DOWN
ENSG00000213442.5,1.403818321043395e-154,7.175651269273859e-154,-1.3833973155508885,DOWN
ENSG00000226781.1,8.540794586087771e-269,2.4465817824730593e-267,-1.3828194969321317,DOWN
ENSG00000199536.1,1.9166751071574295e-240,3.378754195309571e-239,1.3819052273175323,UP
ENSG00000202071.1,5.853486644754786e-129,2.353375478519834e-128,1.380605551977148,UP
ENSG00000267694.1,4.900769395807425e-165,2.8797256065107732e-164,1.378774652028608,UP
ENSG00000183562.3,0.0,1e-320,1.3768419807830306,UP
ENSG00000226394.2,4.3091087982948957e-150,2.1274774138798857e-149,1.3755645490696304,UP
ENSG00000266421.3,1.1181904147969402e-152,5.631911429838068e-152,1.3671611623055702,UP
ENSG00000226564.1,7.518343622128169e-192,6.461076550266395e-191,-1.3658174186245098,DOWN
ENSG00000222460.1,9.829793613048722e-236,1.5716239788304642e-234,1.3650767573627784,UP
ENSG00000154146.13,1.467552055484813e-186,1.1800491674219989e-185,-1.3642960320974837,DOWN
ENSG00000211858.1,1.8277434006668972e-182,1.384654091414316e-181,1.362641019380388,UP
ENSG00000201944.1,1.1353518676288092e-239,1.9886736534899525e-238,1.362601596700161,UP
ENSG00000199436.1,9.977746670201028e-205,1.0553385901174164e-203,1.3593696825644994,UP
ENSG00000274093.1,7.801981792104675e-234,1.1986284876138468e-232,1.3564269701368472,UP
ENSG00000252985.1,1.3243143288363903e-142,6.1105107454699215e-142,1.3562894511105297,UP
ENSG00000200742.1,5.09553000012332e-190,4.324909722326892e-189,1.355254883224434,UP
ENSG00000212332.1,3.159936027484217e-199,3.1258359984106465e-198,1.3539301795923206,UP
ENSG00000273802.2,6.774097374905206e-193,5.932728592671757e-192,1.3538353528268094,UP
ENSG00000252174.1,3.2430682527673226e-160,1.7660272663584432e-159,1.347377278598014,UP
ENSG00000212283.1,1.742791727588447e-148,8.482614603306601e-148,1.346551627119284,UP
ENSG00000252172.1,5.37456830712318e-179,3.8590242414069827e-178,1.34612488827826,UP
ENSG00000124635.9,1.3968979862866864e-243,2.6311434673208134e-242,1.3441087385650445,UP
ENSG00000279166.1,2.803237653137924e-140,1.270000584205814e-139,1.3419855873983675,UP
ENSG00000277255.1,3.103377204593971e-164,1.796692065817562e-163,1.3412997938432545,UP
ENSG00000240974.1,3.3849095482535345e-161,1.872937878812318e-160,1.338110754265772,UP
ENSG00000236549.1,1.5473104998438059e-183,1.181973298491796e-182,1.3354978160352593,UP
ENSG00000265706.1,1.4815948929765718e-217,1.9128572561904095e-216,1.3339153438848745,UP
ENSG00000275373.1,4.049166799300358e-131,1.6795186573266946e-130,1.3327979461722248,UP
ENSG00000261544.1,9.523874179978815e-146,4.531255016425906e-145,1.3272293520678713,UP
ENSG00000200502.1,4.346344523180505e-197,4.1791774261351014e-196,1.3244543770272452,UP
ENSG00000167641.11,0.0,1e-320,-1.3228555596120184,DOWN
ENSG00000266538.1,7.545008343148399e-211,8.609449354214978e-210,1.3205292278135123,UP
ENSG00000163815.6,4.969391608874816e-162,2.777607098456452e-161,-1.3195453541102655,DOWN
ENSG00000228634.1,5.264866566829576e-257,1.1771043137220596e-255,1.3172412117223447,UP
ENSG00000275227.1,2.0771756058792665e-208,2.312644905331167e-207,1.3145846853071692,UP
ENSG00000238711.1,9.219430466993976e-204,9.676883123753219e-203,1.3131170598378703,UP
ENSG00000211883.1,8.615312840129796e-178,6.074900079578702e-177,1.310902122166139,UP
ENSG00000202078.1,7.249211628547436e-197,6.921990270314392e-196,1.3100124781820646,UP
ENSG00000185633.10,6.406422907593647e-105,2.0414441478427033e-104,-1.3099095414001174,DOWN
ENSG00000253168.1,1.2846132029912e-168,7.920821318891928e-168,1.3082491261225506,UP
ENSG00000216192.1,7.186875491711684e-103,2.2639069418335774e-102,1.3076464519173832,UP
ENSG00000136149.6,1.0251926061082394e-185,8.148207129473e-185,-1.3070603168118373,DOWN
ENSG00000213866.3,3.4295920204535194e-211,3.9461832871327105e-210,-1.3055909389937732,DOWN
ENSG00000207750.1,5.238062133757414e-203,5.456314722663973e-202,1.3047629147570277,UP
ENSG00000207034.1,5.586055055835028e-177,3.88902567178388e-176,1.3016447919489038,UP
ENSG00000239627.3,1.914709139490203e-107,6.238684992414761e-107,1.3012904951932533,UP
ENSG00000217527.1,7.531077073879223e-133,3.200998756285605e-132,1.3003932822970374,UP
ENSG00000251880.1,1.385606851411842e-200,1.395757817356251e-199,1.2979655101297551,UP
ENSG00000259367.1,2.1618666812097406e-131,8.994150337862007e-131,1.297846235249402,UP
ENSG00000238829.1,1.063232113228248e-118,3.852290265319739e-118,1.2954557994092746,UP
ENSG00000231747.1,2.832140118490813e-224,4.035432811321107e-223,-1.2947885896226543,DOWN
ENSG00000283429.1,1.0738967186935854e-178,7.650818591728912e-178,-1.2924056973466622,DOWN
ENSG00000212135.1,2.033353939587924e-211,2.3494635856583152e-210,1.2885854973985058,UP
ENSG00000234040.3,4.610332490720805e-170,2.8880214919093885e-169,1.2863913417971387,UP
ENSG00000233762.3,2.3042927027412263e-169,1.4336662743299486e-168,-1.2859839508149584,DOWN
ENSG00000206645.1,1.0915638723279282e-145,5.175518360175522e-145,1.2837296164494612,UP
ENSG00000251586.1,6.3925873270491704e-173,4.1461356484399105e-172,1.2835479722666887,UP
ENSG00000236559.1,3.6123502467417625e-206,3.9110091254093883e-205,1.2803325149656786,UP
ENSG00000202358.1,2.7871765709667768e-239,4.760705323079898e-238,1.2779161762555606,UP
ENSG00000286715.1,2.5455603020291733e-151,1.268168628728302e-150,1.2778258388655817,UP
ENSG00000212864.3,8.601963597678513e-168,5.256755531914647e-167,-1.2724478516306363,DOWN
ENSG00000275550.1,1.2443785167692462e-232,1.901133845064126e-231,1.272277186460956,UP
ENSG00000207484.1,4.3465375188116436e-138,1.9341388635488706e-137,1.2707166940190775,UP
ENSG00000152284.5,3.814910327619753e-228,5.550795450240381e-227,-1.2662396723036773,DOWN
ENSG00000278828.1,2.1207405552209674e-231,3.204415674097616e-230,1.2658424500180134,UP
ENSG00000252782.1,9.651620577301903e-196,8.936685719723985e-195,1.264166348541824,UP
ENSG00000257289.1,1.603604487334037e-101,4.9829517968006794e-101,1.2614321228475254,UP
ENSG00000142748.13,1.241116949255763e-108,4.0826215436044835e-108,-1.2614099651787554,DOWN
ENSG00000243566.7,3.157257243814925e-126,1.2298098329307428e-125,-1.259175979327222,DOWN
ENSG00000234604.2,1.95479483334818e-127,7.712605153095402e-127,1.2578344243640935,UP
ENSG00000241120.1,3.2787781201607327e-218,4.314181737053596e-217,1.2550321499787493,UP
ENSG00000221639.1,3.183136287155286e-201,3.2420832554359394e-200,1.2516865689317003,UP
ENSG00000207563.1,8.65961271341203e-123,3.275644423917893e-122,1.2422850674092347,UP
ENSG00000256564.1,7.047092690003525e-137,3.0810023684435126e-136,1.2419074341315897,UP
ENSG00000287458.1,4.104186611127153e-108,1.3452339905363136e-107,1.240764340619752,UP
ENSG00000233559.2,2.8038451396235542e-130,1.1491168605014566e-129,1.2406427140468719,UP
ENSG00000201900.1,4.131432250586637e-177,2.8909513203850515e-176,1.239708285728299,UP
ENSG00000197837.3,1.949447002096536e-261,4.744229429880951e-260,1.2320631959580148,UP
ENSG00000212124.2,2.438836308769946e-252,5.00507451426668e-251,1.2316633896221227,UP
ENSG00000256436.1,4.494874626326912e-244,8.524762222344143e-243,1.2300593248719145,UP
